GENERATED ON,SITE ID,STATUS,Planned Kiosk Type,PPT ID,ADDRESS,CITY,STATE,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,CROSS STREET 1,CROSS STREET 2,CORNER LOCATION,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,NTA,BBL,BIN,INSTALLATION DATE,ACTIVATION DATE,WIFI STATUS,WIFI LAST TS,TABLET STATUS,TABLET LAST TS,PHONE STATUS,DIALER LAST TS,LOCATION
2025-09-20 12:00:00.593,qu-01-146037,Live,Link 1.0,146037,37-01 31 AVENUE,Queens,NY,11103,Queens,40.762073,-73.918518,37 STREET,38 STREET,NE,401,22,4006300,Astoria,4006590008,4010553,2017-12-14 19:00:00.000,2018-02-07 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.762073, -73.918518)"
2025-09-20 12:00:00.593,qu-01-146038,Live,Link 1.0,146038,35-19 31 AVENUE,Queens,NY,11103,Queens,40.762564,-73.919579,36 STREET,35 STREET,NW,401,22,4006300,Astoria,4006500001,4009891,2017-12-14 19:00:00.000,2018-03-07 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.762564, -73.919579)"
2025-09-20 12:00:00.593,qu-01-146039,Live,Link 1.0,146039,33-20 31 AVENUE,Queens,NY,11106,Queens,40.763207,-73.921267,34 STREET,33 STREET,SW,401,22,4006100,Astoria,4006230044,4008904,2017-12-14 19:00:00.000,2019-06-06 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.763207, -73.921267)"
2025-09-20 12:00:00.593,qu-01-146040,Live,Link 1.0,146040,32-01 31 AVENUE,Queens,NY,11102,Queens,40.763931,-73.922478,32 STREET,33 STREET,NE,401,22,4006300,Astoria,4006160079,4008587,2017-12-14 19:00:00.000,2018-05-30 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.763931, -73.922478)"
2025-09-20 12:00:00.593,qu-01-146067,Live,Link 1.0,146067,37-1 37 STREET,Queens,NY,11101,Queens,40.75234817,-73.92659983,37 AVENUE,NORTHERN BOULEVARD,SW,401,26,4005500,Queensbridge-Ravenswood-Long Island City,4003780001,4004571,2018-03-08 19:00:00.000,2018-04-22 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.75234817, -73.92659983)"
2025-09-20 12:00:00.593,qu-01-146068,Live,Link 1.0,146068,36-02 37 AVENUE,Queens,NY,11101,Queens,40.752724,-73.927183,36 STREET,37 STREET,SE,401,26,4005500,Queensbridge-Ravenswood-Long Island City,4003780001,4004571,2018-03-08 19:00:00.000,2018-04-23 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.752724, -73.927183)"
2025-09-20 12:00:00.593,qu-01-146087,Live,Link 1.0,146087,21-04 NEWTOWN AVENUE,Queens,NY,11102,Queens,40.77203314,-73.92577772,ASTORIA BOULEVARD,23 STREET,SW,401,22,4007100,Old Astoria,4005430015,4458141,2018-05-18 20:00:00.000,2018-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.77203314, -73.92577772)"
2025-09-20 12:00:00.593,qu-01-146088,Live,Link 1.0,146088,25-35 ASTORIA BOULEVARD,Queens,NY,11102,Queens,40.7710546,-73.92149601,27 STREET,CRESCENT STREET,NW,401,22,4006900,Old Astoria,4008610001,4018497,2018-05-18 20:00:00.000,2018-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7710546, -73.92149601)"
2025-09-20 12:00:00.593,qu-01-146089,Live,Link 1.0,146089,30-01 ASTORIA BOULEVARD,Queens,NY,11102,Queens,40.77035989,-73.91889468,30 STREET,31 STREET,MIDBLOCK,401,22,4006900,Old Astoria,4008380014,4017392,2018-05-18 20:00:00.000,2018-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.77035989, -73.91889468)"
2025-09-20 12:00:00.593,qu-01-146090,Live,Link 1.0,146090,28-11 ASTORIA BOULEVARD,Queens,NY,11102,Queens,40.77074708,-73.92035427,27 STREET,29 STREET,MIDBLOCK,401,22,4006900,Old Astoria,4008390012,4431076,2018-05-18 20:00:00.000,2018-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.77074708, -73.92035427)"
2025-09-20 12:00:00.593,qu-01-160040,Live,Link 5G,160040,40-39 CRESCENT STREET,Queens,NY,11101,Queens,40.7522977,-73.9389695,41st Ave,40th Ave,NE,401,26,qu-33,Queensbridge-Ravenswood-Long Island City,3004060008,4004904,2024-05-01 20:00:00.000,2024-06-26 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7522977, -73.9389695)"
2025-09-20 12:00:00.593,qu-01-160061,Live,Link 5G,160061,22-09 QUEENS PLAZA NORTH,Queens,NY,11101,Queens,40.7521201,-73.9425724,Queens Plaza N,41st Ave,NE,401,26,qu-33,Queensbridge-Ravenswood-Long Island City,3004120001,4004978,2024-07-30 20:00:00.000,2024-09-23 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7521201, -73.9425724)"
2025-09-20 12:00:00.593,qu-01-160064,Live,Link 5G,160064,24-03 QUEENS PLAZA NORTH,Queens,NY,11101,Queens,40.7512999,-73.9408844,24th St,Crescent St,NE,401,26,qu-33,Queensbridge-Ravenswood-Long Island City,3004140005,4004995,2024-08-14 20:00:00.000,2024-09-24 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7512999, -73.9408844)"
2025-09-20 12:00:00.593,qu-01-160090,Installed,Link 5G,160090,18-01 20TH AVENUE,Queens,null,11105,Queens,40.7856076,-73.9144848,18TH STREET,SHORE BOULEVARD,NE,401,22,QU-107.01,Steinway,4008500001,4451408,2025-01-21 19:00:00.000,,null,null,null,null,null,null,"(40.7856076, -73.9144848)"
2025-09-20 12:00:00.593,qu-02-102099,Live,Link 1.0,102099,34-02 QUEENS BOULEVARD,Queens,NY,11101,Queens,40.744278,-73.930399,34 STREET,35 STREET,MIDBLOCK,402,26,4017900,Hunters Point-Sunnyside-West Maspeth,4002460001,4003435,2016-11-04 20:00:00.000,2017-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.744278, -73.930399)"
2025-09-20 12:00:00.593,qu-02-124939,Live,Link 1.0,124939,59-40 QUEENS BOULEVARD,Queens,NY,11377,Queens,40.741288,-73.904656,61 STREET,59 STREET,SW,402,26,4024500,Woodside,4023140001,4432196,2016-11-04 20:00:00.000,2017-01-04 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.741288, -73.904656)"
2025-09-20 12:00:00.593,qu-02-124947,Live,Link 1.0,124947,46-02 QUEENS BOULEVARD,Queens,NY,11104,Queens,40.742912,-73.91854,46 STREET,47 STREET,SE,402,26,4023500,Hunters Point-Sunnyside-West Maspeth,4001520007,4533708,2016-11-04 20:00:00.000,2017-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.742912, -73.91854)"
2025-09-20 12:00:00.593,qu-02-124952,Live,Link 1.0,124952,32-44 QUEENS BOULEVARD,Queens,NY,11101,Queens,40.74445002,-73.93187521,33 STREET,32 PLACE,SW,402,26,4017900,Hunters Point-Sunnyside-West Maspeth,4002480036,4003441,2016-11-04 20:00:00.000,2017-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74445002, -73.93187521)"
2025-09-20 12:00:00.593,qu-02-124955,Live,Link 1.0,124955,38-02 QUEENS BOULEVARD,Queens,NY,11101,Queens,40.74387741,-73.92692611,38 STREET,39 STREET,SE,402,26,4017900,Hunters Point-Sunnyside-West Maspeth,4002230021,4003169,2016-11-18 19:00:00.000,2017-02-20 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74387741, -73.92692611)"
2025-09-20 12:00:00.593,qu-02-124974,Live,Link 1.0,124974,48-20 SKILLMAN AVENUE,Queens,NY,11104,Queens,40.7462024,-73.9154447,49 STREET,48 STREET,SW,402,26,4025301,Hunters Point-Sunnyside-West Maspeth,4001350030,4001199,2022-11-11 19:00:00.000,2023-06-08 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7462024, -73.9154447)"
2025-09-20 12:00:00.593,qu-02-124987,Live,Link 1.0,124987,45-23 GREENPOINT AVENUE,Queens,NY,11104,Queens,40.74221127,-73.91899505,46 STREET,45 STREET,NW,402,26,4018300,Hunters Point-Sunnyside-West Maspeth,4001640001,4001953,2017-02-24 19:00:00.000,2017-03-08 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74221127, -73.91899505)"
2025-09-20 12:00:00.593,qu-02-124993,Live,Link 1.0,124993,45-06 GREENPOINT AVENUE,Queens,NY,11104,Queens,40.74184571,-73.91968964,45 STREET,46 STREET,SE,402,26,4018300,Hunters Point-Sunnyside-West Maspeth,4001650006,4001962,2017-02-24 19:00:00.000,2017-03-08 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74184571, -73.91968964)"
2025-09-20 12:00:00.593,qu-02-124996,Live,Link 1.0,124996,46-02 GREENPOINT AVENUE,Queens,NY,11104,Queens,40.74218025,-73.91873252,46 STREET,47 STREET,SE,402,26,4023500,Hunters Point-Sunnyside-West Maspeth,4001530013,4001557,2017-02-24 19:00:00.000,2017-03-08 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74218025, -73.91873252)"
2025-09-20 12:00:00.593,qu-02-125014,Live,Link 1.0,125014,10-63 JACKSON AVENUE,Queens,NY,11101,Queens,40.74291934,-73.95212666,49 AVENUE,50 AVENUE,NW,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000427501,4000240,2017-03-03 19:00:00.000,2017-03-23 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74291934, -73.95212666)"
2025-09-20 12:00:00.593,qu-02-125015,Live,Link 1.0,125015,46-45 VERNON BOULEVARD,Queens,NY,11101,Queens,40.74549641,-73.95296626,VERNON BOULEVARD,11 STREET,NE,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000470001,4311868,2018-04-27 20:00:00.000,2018-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74549641, -73.95296626)"
2025-09-20 12:00:00.593,qu-02-125016,Live,Link 1.0,125016,51-04 VERNON BOULEVARD,Queens,NY,11101,Queens,40.74188244,-73.95447974,51 AVENUE,BORDEN AVENUE,SW,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000340047,4000201,2017-03-03 19:00:00.000,2017-03-21 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74188244, -73.95447974)"
2025-09-20 12:00:00.593,qu-02-125020,Live,Link 5G,125020,47-50 VAN DAM STREET,Queens,NY,11101,Queens,40.7411162,-73.9345278,Van Dam Street,31st Pl,NW,402,26,QN-199,Hunters Point-Sunnyside-West Maspeth,4002800001,4003536,2022-11-14 19:00:00.000,2024-09-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7411162, -73.9345278)"
2025-09-20 12:00:00.593,qu-02-125075,Repair,Link 1.0,125075,51-30 NORTHERN BOULEVARD,Queens,NY,11377,Queens,40.75313917,-73.90745354,54 STREET,WOODSIDE AVENUE,MIDBLOCK,402,26,4025500,Woodside,4011920041,4437089,2018-04-27 20:00:00.000,2018-06-19 20:00:00.000,up,2025-09-20 12:00:00.593,null,null,null,null,"(40.75313917, -73.90745354)"
2025-09-20 12:00:00.593,qu-02-128387,Live,Link 1.0,128387,45-02 44 STREET,Queens,NY,11104,Queens,40.74306271,-73.9206815,QUEENS BOULEVARD,47 AVENUE,NW,402,26,4018300,Hunters Point-Sunnyside-West Maspeth,4001680031,4001993,2016-11-18 19:00:00.000,2017-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74306271, -73.9206815)"
2025-09-20 12:00:00.593,qu-02-137493,Live,Link 1.0,137493,51-05 SKILLMAN AVENUE,Queens,NY,11377,Queens,40.7460577,-73.9130555,51st Street,52nd Street,MIDBLOCK,402,26,QN-169,Hunters Point-Sunnyside-West Maspeth,4001280072,4000887,2022-10-28 20:00:00.000,2023-06-08 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7460577, -73.9130555)"
2025-09-20 12:00:00.593,qu-02-138662,Live,Link 1.0,138662,62-10 NORTHERN BOULEVARD,Queens,NY,11377,Queens,40.75391039,-73.90009406,62 STREET,64 STREET,SE,402,26,4029300,Woodside,4011850001,4027108,2018-06-13 20:00:00.000,2018-07-26 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.75391039, -73.90009406)"
2025-09-20 12:00:00.593,qu-02-139595,Live,Link 1.0,139595,27-20 43 AVENUE,Queens,NY,11101,Queens,40.74766699,-73.94141973,JACKSON AVENUE,HUNTER STREET,MIDBLOCK,402,26,4001900,Hunters Point-Sunnyside-West Maspeth,4004330001,4005138,2017-09-15 20:00:00.000,2017-10-17 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74766699, -73.94141973)"
2025-09-20 12:00:00.593,qu-02-141148,Live,Link 1.0,141148,10-93 JACKSON AVENUE,Queens,NY,11101,Queens,40.74318379,-73.9516172,11 STREET,49 AVENUE,NW,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000440023,4448532,2017-03-10 19:00:00.000,2017-03-23 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74318379, -73.9516172)"
2025-09-20 12:00:00.593,qu-02-141373,Live,Link 1.0,141373,48-19 VERNON BOULEVARD,Queens,NY,11101,Queens,40.74355856,-73.95373886,49 AVENUE,48 AVENUE,NE,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000440001,4000254,2017-12-14 19:00:00.000,2018-03-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74355856, -73.95373886)"
2025-09-20 12:00:00.593,qu-02-142124,Live,Link 1.0,142124,43-02 QUEENS BOULEVARD,Queens,NY,11104,Queens,40.743221,-73.921257,43 STREET,44 STREET,SE,402,26,4018300,Hunters Point-Sunnyside-West Maspeth,4001680026,4001992,2016-11-18 19:00:00.000,2017-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.743221, -73.921257)"
2025-09-20 12:00:00.593,qu-02-142875,Live,Link 1.0,142875,37-02 QUEENS BOULEVARD,Queens,NY,11101,Queens,40.743976,-73.927772,37 STREET,38 STREET,SE,402,26,4017900,Hunters Point-Sunnyside-West Maspeth,4002240022,4003178,2017-06-23 20:00:00.000,2017-07-17 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.743976, -73.927772)"
2025-09-20 12:00:00.593,qu-02-143422,Live,Link 1.0,143422,38-18 QUEENS BOULEVARD,Queens,NY,11101,Queens,40.743823,-73.926455,39 STREET,38 STREET,SW,402,26,4017900,Hunters Point-Sunnyside-West Maspeth,4002230036,4003170,2016-11-18 19:00:00.000,2017-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.743823, -73.926455)"
2025-09-20 12:00:00.593,qu-02-143797,Live,Link 1.0,143797,45-01 35 STREET,Queens,NY,11101,Queens,40.744151,-73.929829,QUEENS BOULEVARD,47 AVENUE,SE,402,26,4017900,Hunters Point-Sunnyside-West Maspeth,4002260001,4436685,2016-11-04 20:00:00.000,2017-02-06 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.744151, -73.929829)"
2025-09-20 12:00:00.593,qu-02-145740,Live,Link 1.0,145740,70-50 QUEENS BOULEVARD,Queens,NY,11377,Queens,40.739393,-73.892498,72 STREET,70 STREET,SW,402,30,4048900,Elmhurst-Maspeth,4024440040,4056418,2017-02-24 19:00:00.000,2017-03-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.739393, -73.892498)"
2025-09-20 12:00:00.593,qu-02-145741,Live,Link 1.0,145741,49-18 QUEENS BOULEVARD,Queens,NY,11377,Queens,40.74254629,-73.91534245,50 STREET,49 STREET,SW,402,26,4023500,Hunters Point-Sunnyside-West Maspeth,4022820030,4052837,2017-02-24 19:00:00.000,2017-03-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74254629, -73.91534245)"
2025-09-20 12:00:00.593,qu-02-145742,Live,Link 1.0,145742,65-10 QUEENS BOULEVARD,Queens,NY,11377,Queens,40.740727,-73.899864,65 PLACE,65 STREET,SW,402,26,4024500,Woodside,4023920023,4437388,2017-02-24 19:00:00.000,2017-03-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.740727, -73.899864)"
2025-09-20 12:00:00.593,qu-02-145743,Live,Link 1.0,145743,45-01 42 STREET,Queens,NY,11104,Queens,40.74331229,-73.92240124,QUEENS BOULEVARD,47 AVENUE,SE,402,26,4018102,Hunters Point-Sunnyside-West Maspeth,4001690022,4540182,2017-02-24 19:00:00.000,2017-03-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74331229, -73.92240124)"
2025-09-20 12:00:00.593,qu-02-145744,Live,Link 1.0,145744,58-28 QUEENS BOULEVARD,Queens,NY,11377,Queens,40.741506,-73.906524,59 STREET,58 STREET,SW,402,26,4024500,Woodside,4023137501,4454475,2017-02-24 19:00:00.000,2017-06-25 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.741506, -73.906524)"
2025-09-20 12:00:00.593,qu-02-145746,Live,Link 1.0,145746,22-25 JACKSON AVENUE,Queens,NY,11101,Queens,40.74541772,-73.94693708,46 AVENUE,46 ROAD,NE,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000760016,4000561,2017-02-24 19:00:00.000,2017-03-28 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74541772, -73.94693708)"
2025-09-20 12:00:00.593,qu-02-145778,Live,Link 1.0,145778,63-14 QUEENS BOULEVARD,Queens,NY,11377,Queens,40.740962,-73.901886,64 STREET,61 STREET,SW,402,26,4024500,Woodside,4023247501,4053628,2017-03-03 19:00:00.000,2017-03-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.740962, -73.901886)"
2025-09-20 12:00:00.593,qu-02-145779,Live,Link 1.0,145779,40-02 QUEENS BOULEVARD,Queens,NY,11104,Queens,40.743555,-73.924156,40 STREET,41 STREET,SW,402,26,4018101,Hunters Point-Sunnyside-West Maspeth,4001930025,4002571,2017-03-03 19:00:00.000,2017-04-17 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.743555, -73.924156)"
2025-09-20 12:00:00.593,qu-02-145780,Live,Link 1.0,145780,45-02 VAN DAM STREET,Queens,NY,11101,Queens,40.744608,-73.933726,THOMSON AVENUE,47 AVENUE,NW,402,26,4017900,Hunters Point-Sunnyside-West Maspeth,4002790001,4003535,2017-03-03 19:00:00.000,2017-04-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.744608, -73.933726)"
2025-09-20 12:00:00.593,qu-02-145781,Live,Link 1.0,145781,23-24 45 AVENUE,Queens,NY,11101,Queens,40.74663918,-73.94413828,JACKSON AVENUE,23 STREET,SW,402,26,4001900,Hunters Point-Sunnyside-West Maspeth,4000800001,4000677,2017-03-03 19:00:00.000,2017-04-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74663918, -73.94413828)"
2025-09-20 12:00:00.593,qu-02-145782,Live,Link 1.0,145782,10-51 JACKSON AVENUE,Queens,NY,11101,Queens,40.74263091,-73.95267766,50 AVENUE,49 AVENUE,NE,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000420028,4000243,2017-03-03 19:00:00.000,2017-03-21 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74263091, -73.95267766)"
2025-09-20 12:00:00.593,qu-02-145783,Live,Link 1.0,145783,10-31 JACKSON AVENUE,Queens,NY,11101,Queens,40.74228717,-73.95333647,50 AVENUE,51 AVENUE,MIDBLOCK,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000410015,4000229,2017-03-03 19:00:00.000,2017-03-21 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74228717, -73.95333647)"
2025-09-20 12:00:00.593,qu-02-145785,Live,Link 1.0,145785,2116 JACKSON AVENUE,Queens,NY,11101,Queens,40.74492115,-73.94766296,46 ROAD,ARCH STREET,SW,402,26,4001900,Hunters Point-Sunnyside-West Maspeth,4000720001,4000543,2017-03-10 19:00:00.000,2017-03-28 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74492115, -73.94766296)"
2025-09-20 12:00:00.593,qu-02-145787,Live,Link 1.0,145787,46-01 58 STREET,Queens,NY,11377,Queens,40.74143396,-73.90753416,QUEENS BOULEVARD,47 AVENUE,SE,402,26,4024500,Woodside,4023137501,4454475,2017-03-10 19:00:00.000,2017-04-04 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74143396, -73.90753416)"
2025-09-20 12:00:00.593,qu-02-145791,Live,Link 1.0,145791,25-01 JACKSON AVENUE,Queens,NY,11101,Queens,40.74707469,-73.94279179,44 DRIVE,THOMPSON AVENUE,NE,402,26,4001900,Hunters Point-Sunnyside-West Maspeth,4000790030,4539937,2017-03-10 19:00:00.000,2017-04-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74707469, -73.94279179)"
2025-09-20 12:00:00.593,qu-02-145792,Live,Link 1.0,145792,23-03 JACKSON AVENUE,Queens,NY,11101,Queens,40.74608863,-73.94524605,DAVIS STREET,PEARSON STREET,NE,402,26,4001900,Hunters Point-Sunnyside-West Maspeth,4000800004,4000690,2017-03-10 19:00:00.000,2017-03-28 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74608863, -73.94524605)"
2025-09-20 12:00:00.593,qu-02-145795,Live,Link 1.0,145795,48-15 11 STREET,Queens,NY,11101,Queens,40.74338234,-73.95080577,11 STREET,48 AVENUE,SW,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000617501,4536917,2017-03-10 19:00:00.000,2018-05-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74338234, -73.95080577)"
2025-09-20 12:00:00.593,qu-02-145849,Live,Link 1.0,145849,69-02 QUEENS BOULEVARD,Queens,NY,11377,Queens,40.739922,-73.895296,69 STREET,70 STREET,MIDBLOCK,402,30,4048900,Elmhurst-Maspeth,4024320009,4056320,2017-06-02 20:00:00.000,2017-10-05 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.739922, -73.895296)"
2025-09-20 12:00:00.593,qu-02-145926,Live,Link 1.0,145926,27-35 JACKSON AVENUE,Queens,NY,11101,Queens,40.7481039,-73.93995198,DUTCH KILLS STREET,QUEENS STREET,MIDBLOCK,402,26,4001900,Hunters Point-Sunnyside-West Maspeth,4004320008,4005127,2017-09-15 20:00:00.000,2017-10-17 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7481039, -73.93995198)"
2025-09-20 12:00:00.593,qu-02-145981,Live,Link 1.0,145981,43-01 48 AVENUE,Queens,NY,11377,Queens,40.73968025,-73.92206966,43 STREET,44 STREET,NE,402,26,4018502,Hunters Point-Sunnyside-West Maspeth,4001730001,4002100,2017-10-13 20:00:00.000,2018-03-14 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.73968025, -73.92206966)"
2025-09-20 12:00:00.593,qu-02-145985,Live,Link 1.0,145985,45-59 46 STREET,Queens,NY,11377,Queens,40.74130348,-73.9190056,47 AVENUE,GREENPOINT AVENUE,NE,402,26,4023500,Hunters Point-Sunnyside-West Maspeth,4001530005,4001553,2017-10-13 20:00:00.000,2018-05-22 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74130348, -73.9190056)"
2025-09-20 12:00:00.593,qu-02-146051,Live,Link 1.0,146051,10-58 45 AVENUE,Queens,NY,11101,Queens,40.747793,-73.950086,11 STREET,VERNON BOULEVARD,SW,402,26,4000700,Hunters Point-Sunnyside-West Maspeth,4000500028,4000419,2018-01-16 19:00:00.000,2018-07-10 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.747793, -73.950086)"
