GENERATED ON,SITE ID,STATUS,Planned Kiosk Type,PPT ID,ADDRESS,CITY,STATE,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,CROSS STREET 1,CROSS STREET 2,CORNER LOCATION,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,NTA,BBL,BIN,INSTALLATION DATE,ACTIVATION DATE,WIFI STATUS,WIFI LAST TS,TABLET STATUS,TABLET LAST TS,PHONE STATUS,DIALER LAST TS,LOCATION
2025-01-15 11:00:00.381,qu-03-gf44819,Activation,Link 5G,GF44819,75-20 ASTORIA BOULEVARD,Queens,NY,11370,Queens,40.7642912,-73.8948328,ASTORIA BOULEVARD SOUTH,25TH AVENUE,MIDBLOCK,403,22,qu-309.04,Jackson Heights,4010270050,4307280,2024-09-04 20:00:00.000,,null,null,null,null,null,null,"(40.7642912, -73.8948328)"
2024-09-26 11:00:00.475,bx-06-146096,Repair,Link 1.0,146096,4201 3 AVENUE,Bronx,NY,10457,Bronx,40.84647676,-73.89639316,EAST TREMONT AVENUE,EAST 176 STREET,SE,206,15,2039500,Claremont-Bathgate,2029240020,2009606,2018-06-19 20:00:00.000,2018-07-25 20:00:00.000,up,2024-09-26 11:00:00.475,null,null,null,null,"(40.84647676, -73.89639316)"
2024-03-13 09:00:00.978,bk-01-gf34839,Installed,Link 5G,GF34839,135 HAVEMEYER STREET,Brooklyn,NY,11211,Brooklyn,40.712112,-73.9571476,SOUTH 1ST STREET,SOUTH 2ND STREET,SE,301,34,null,North Side-South Side,,,2023-05-03 20:00:00.000,,null,null,null,null,null,null,"(40.712112, -73.9571476)"
2024-05-24 09:00:00.683,bk-16-gf34731,Installed,Link 1.0,GF34731,121 LIBERTY AVENUE,Brooklyn,NY,11212,Brooklyn,40.6732003,-73.9058603,LIBERTY AVENUE,NEW YORK AVENUE,NW,316,37,BK-908,Brownsville,3036760030,3405082,2024-05-12 20:00:00.000,,null,null,null,null,null,null,"(40.6732003, -73.9058603)"
2024-01-24 10:00:00.747,mn-12-gf0841,Installed,Link 1.0,GF0841,4119 BROADWAY,Manhattan,NY,10033,Manhattan,40.8455391,-73.9388995,BROADWAY,FORT WASHINGTON AVENUE,NW,112,10,MH-263,Washington Heights South,1021420244,,2023-12-03 19:00:00.000,,null,null,null,null,null,null,"(40.8455391, -73.9388995)"
2024-04-25 10:00:00.917,bk-16-gf34727,Installed,Link 1.0,GF34727,656 HOWARD AVENUE,Brooklyn,NY,11212,Brooklyn,40.6658969,-73.9196083,SUTTER AVENUE,EAST NEW YORK AVENUE,NW,316,41,BK-900,Brownsville,3035110072,3080885,2024-04-01 20:00:00.000,,null,null,null,null,null,null,"(40.6658969, -73.9196083)"
2024-03-21 09:00:00.975,qu-03-gf44729,Installed,Link 5G,GF44729,81-20 NORTHERN BOULEVARD,Queens,NY,11372,Queens,40.7554275,-73.8855911,82nd Street,81st Street,SW,403,25,null,Jackson Heights,4012540006,,2024-02-05 19:00:00.000,,null,null,null,null,null,null,"(40.7554275, -73.8855911)"
2024-02-13 10:00:00.687,bk-06-gf34903,Installed,Link 5G,GF34903,84 BEARD STREET,Brooklyn,NY,11231,Brooklyn,40.6741868,-74.0136956,BEARD STREET,VAN DYKE STREET,SE,306,38,bk-53,Carroll Gardens-Columbia Street-Red Hook,3006050001,3008860,2024-02-06 19:00:00.000,,null,null,null,null,null,null,"(40.6741868, -74.0136956)"
2024-03-14 09:00:00.859,qu-10-gf44812,Installed,Link 5G,GF44812,133-40 131 STREET,Queens,NY,11420,Queens,40.6682571,-73.8079134,135th Ave,133rd Ave,NW,410,28,qu-818,South Ozone Park,4117900001,4256188,2023-02-27 19:00:00.000,,null,null,null,null,null,null,"(40.6682571, -73.8079134)"
2024-03-14 17:00:00.862,bk-04-gf34578,Installed,Link 5G,GF34578,908 FLUSHING AVENUE,Brooklyn,NY,11206,Brooklyn,40.7021363,-73.9353242,FLUSHING AVENUE,MONTIETH STREET,SW,304,34,391,Bushwick South,3031390021,,2024-01-23 19:00:00.000,,null,null,null,null,null,null,"(40.7021363, -73.9353242)"
2024-11-11 10:00:00.481,mn-05-133315,Live,Link 5G,133315,1419 6 AVENUE,Manhattan,NY,10019,Manhattan,40.76491744,-73.97689239,WEST 58 STREET,WEST 57 STREET,NW,105,4,1013700,Midtown-Midtown South,1010107505,1023732,1997-08-27 20:00:00.000,1997-08-27 20:00:00.000,up,2024-11-11 10:00:00.481,down,2024-11-11 10:00:00.481,up,2024-11-11 10:00:00.481,"(40.76491744, -73.97689239)"
2024-02-27 08:00:00.754,bx-10-gf22747,Installed,Link 5G,GF22747,1331 HERSCHELL STREET,Bronx,NY,10461,Bronx,40.8366002,-73.8443608,HERSCHELL STREET,ZEREGA AVENUE,SE,210,18,bx-96,Westchester-Unionport,2038460023,2027240,2023-02-08 19:00:00.000,,null,null,null,null,null,null,"(40.8366002, -73.8443608)"
2023-12-26 08:00:00.958,bx-05-gf22632,Installed,Link 1.0,GF22632,117A FEATHERBED LANE,Bronx,NY,10452,Bronx,40.8462766,-73.9193024,Nelson Ave,FEATHERBED LANE,SW,205,14,BX-215.02,University Heights-Morris Heights,2028760001,,2023-12-18 19:00:00.000,,null,null,null,null,null,null,"(40.8462766, -73.9193024)"
2024-02-21 14:00:00.884,qu-13-gf44804,Installed,Link 5G,GF44804,253-50 149 AVENUE,Queens,NY,11422,Queens,40.6529215,-73.734555,WELLER LANE,253 STREET,SW,413,31,qu-664,Rosedale,4136550001,4290116,2023-03-01 19:00:00.000,,null,null,null,null,null,null,"(40.6529215, -73.734555)"
2024-06-25 15:00:00.709,qu-03-gf44817,Installed,Link 5G,GF44817,77-19 25 AVENUE,Queens,NY,11370,Queens,40.7627807,-73.8905247,25TH AVENUE,24TH AVENUE,NW,403,22,qu-309.04,Jackson Heights,4010410034,4022778,2024-04-08 20:00:00.000,,null,null,null,null,null,null,"(40.7627807, -73.8905247)"
2024-02-16 10:00:00.686,bk-06-gf34900,Installed,Link 5G,GF34900,106 FERRIS STREET,Brooklyn,NY,11231,Brooklyn,40.6780643,-74.0170529,COFFEY STREET,VAN DYKE STREET,SW,306,38,bk-53,Carroll Gardens-Columbia Street-Red Hook,3005950052,3008783,2024-02-04 19:00:00.000,,null,null,null,null,null,null,"(40.6780643, -74.0170529)"
2024-05-24 09:00:00.683,bk-16-gf34736,Installed,Link 1.0,GF34736,105 SUTTER AVENUE,Brooklyn,NY,11212,Brooklyn,40.6661916,-73.9177138,SUTTER AVENUE,PITKIN AVENUE,NW,316,41,BK-900,Brownsville,3035130001,3326502,2024-05-12 20:00:00.000,,null,null,null,null,null,null,"(40.6661916, -73.9177138)"
2024-09-23 14:00:00.907,qu-01-gf44792,Activation,Link 5G,GF44792,22-09 QUEENS PLAZA NORTH,Queens,NY,11101,Queens,40.7521201,-73.9425724,Queens Plaza N,41st Ave,NE,401,26,qu-33,Queensbridge-Ravenswood-Long Island City,3004120001,4004978,2024-07-30 20:00:00.000,,null,null,null,null,null,null,"(40.7521201, -73.9425724)"
2024-02-27 08:00:00.754,qu-13-gf44811,Installed,Link 5G,GF44811,135-21 136 AVENUE,Queens,NY,11422,Queens,40.6717001,-73.7332277,242nd ST,241st ST,SW,413,31,qu-638,Rosedale,4132220001,4283966,2024-02-15 19:00:00.000,,null,null,null,null,null,null,"(40.6717001, -73.7332277)"
2024-03-04 09:00:01.082,qu-13-gf44808,Installed,Link 5G,GF44808,264-21 UNION TURNPIKE,Queens,NY,11004,Queens,40.7491694,-73.7081449,265th ST,264th ST,NW,413,23,qu-1551.02,Glen Oaks-Floral Park-New Hyde Park,4085400062,4174076,2024-02-28 19:00:00.000,,null,null,null,null,null,null,"(40.7491694, -73.7081449)"
2024-02-27 08:00:00.754,bx-10-gf22749,Installed,Link 5G,GF22749,2365 WATERBURY AVENUE,Bronx,NY,10462,Bronx,40.8349727,-73.8456956,Zerega Ave,Havemeyer Ave,NW,210,18,bx-96,Westchester-Unionport,2038340070,2103494,2023-02-20 19:00:00.000,,null,null,null,null,null,null,"(40.8349727, -73.8456956)"
2023-12-27 08:00:00.894,gf22189,Live,Link 1.0,null,475 MANHATTAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.720111,-73.947627,ECKFORD STREET,NEWTON STREET,MIDBLOCK,301,33,3049900,Greenpoint,3027120001,3067788,2017-06-29 20:00:00.000,2017-08-14 20:00:00.000,up,2023-12-27 08:00:00.894,down,2023-12-27 08:00:00.894,up,2023-12-27 08:00:00.894,"(40.720111, -73.947627)"
2024-06-20 08:00:00.982,qu-12-gf44622,Installed,Link 1.0,GF44622,109-37 SUTPHIN BOULEVARD,Queens,NY,11433,Queens,40.6906653,-73.7972679,GLASSBORO AVENUE,109TH DR,MIDBLOCK,412,28,QN-260,South Jamaica,4121410003,,2024-06-03 20:00:00.000,,null,null,null,null,null,null,"(40.6906653, -73.7972679)"
2024-01-24 10:00:00.747,mn-12-gf0370,Installed,Link 1.0,GF0370,5030 BROADWAY,Manhattan,NY,10034,Manhattan,40.868946,-73.9159497,10 AVENUE,BROADWAY,SW,112,10,1030300,Marble Hill-Inwood,1022310001,1064883,2023-12-03 19:00:00.000,,null,null,null,null,null,null,"(40.868946, -73.9159497)"
2024-11-05 10:00:00.503,bk-07-gf34911,Installed,Link 5G,GF34911,117 42ND STREET,Brooklyn,NY,11232,Brooklyn,40.6548288,-74.014243,1ST AVENUE,2ND AVENUE,MIDBLOCK,307,38,bk-2,Sunset Park West,3007160001,3337139,2024-10-10 20:00:00.000,,null,null,null,null,null,null,"(40.6548288, -74.014243)"
2024-03-27 17:00:00.914,bk-04-gf34572,Installed,Link 5G,GF34572,262 WYCKOFF AVENUE,Brooklyn,NY,11237,Brooklyn,40.7002407,-73.9124789,LINDEN STREET,GATES AVENUE,SE,304,37,441,Bushwick North,3033370021,3076185,2024-01-29 19:00:00.000,,null,null,null,null,null,null,"(40.7002407, -73.9124789)"
2024-01-29 09:00:00.719,bk-04-gf34567,Installed,Link 1.0,GF34567,150 STANHOPE STREET,Brooklyn,NY,11221,Brooklyn,40.6988392,-73.9221813,Wilson Ave,DEKALB AVENUE,S,304,37,421,Bushwick South,3032450001,3073789,2023-12-11 19:00:00.000,,null,null,null,null,null,null,"(40.6988392, -73.9221813)"
2024-02-16 10:00:00.686,bk-06-gf34902,Installed,Link 5G,GF34902,44 FERRIS STREET,Brooklyn,NY,11231,Brooklyn,40.6796566,-74.0151821,SULLIVAN STREET,WOLCOTT STREET,SW,306,38,bk-53,Carroll Gardens-Columbia Street-Red Hook,3005140001,3008522,,,null,null,null,null,null,null,"(40.6796566, -74.0151821)"
2024-01-30 17:00:00.748,bx-05-gf22638,Installed,Link 5G,GF22638,1985 WEBSTER AVENUE,Bronx,NY,10457,Bronx,40.8505025,-73.8994076,EAST 179 STREET,E 180 STREET,MIDBLOCK,205,15,BX-379,Mount Hope,2031420001,,2023-12-19 19:00:00.000,,null,null,null,null,null,null,"(40.8505025, -73.8994076)"
2024-05-01 15:00:00.829,mn-06-134661,Live,Link 1.0,134661,733 2 AVENUE,Manhattan,NY,10016,Manhattan,40.74812083,-73.97360371,EAST 39 STREET,EAST 40 STREET,NW,106,4,1008800,Turtle Bay-East Midtown,1009200030,1020379,2017-11-10 19:00:00.000,2018-04-03 20:00:00.000,up,2024-05-01 15:00:00.829,down,2024-05-01 15:00:00.829,up,2024-05-01 15:00:00.829,"(40.74812083, -73.97360371)"
2023-08-11 11:00:00.888,qu-02-900000,Live,Link 5G,900000,30-40 48th Ave,Queens,NY,11101,Queens,40.74055329,-73.93712233,null,null,null,60,,null,null,,,,,null,null,down,2023-08-11 11:00:00.888,down,2023-08-11 11:00:00.888,"(40.74055329, -73.93712233)"
2024-02-28 09:00:01.060,bk-06-gf34901,Installed,Link 5G,GF34901,243 CONOVER STREET,Brooklyn,NY,11231,Brooklyn,40.6759451,-74.0168289,BEARD STREET,REED STREET,SW,306,38,bk-53,Carroll Gardens-Columbia Street-Red Hook,3005950009,3336678,2024-02-05 19:00:00.000,,null,null,null,null,null,null,"(40.6759451, -74.0168289)"
2024-06-25 19:00:00.787,qu-02-gf44781,Installed,Link 5G,GF44781,1-50 50 AVENUE,Queens,NY,11101,Queens,40.7432517,-73.9596154,51ST AVENUE,50TH AVENUE,NE,402,26,qu-1,Hunters Point-Sunnyside-West Maspeth,4000067502,4541370,2024-03-06 19:00:00.000,,null,null,null,null,null,null,"(40.7432517, -73.9596154)"
2023-11-28 10:00:00.767,qu-03-gf44732,Installed,Link 1.0,GF44732,91-01 NORTHERN BOULEVARD,Queens,NY,11372,Queens,40.7565604,-73.8768487,91st Street,92nd Street,NE,403,25,null,Jackson Heights,4014210040,,2023-11-05 19:00:00.000,,null,null,null,null,null,null,"(40.7565604, -73.8768487)"
2024-03-12 09:00:00.768,qu-07-gf44820,Installed,Link 5G,GF44820,3170 COLLEGE POINT BOULEVARD,Queens,NY,11354,Queens,40.771118,-73.8437685,30TH AVENUE,31ST AVENUE,SE,407,19,qu-907,College Point,4043500050,4570029,2023-03-21 20:00:00.000,,null,null,null,null,null,null,"(40.771118, -73.8437685)"
2024-02-27 08:00:00.754,qu-13-gf44806,Installed,Link 5G,GF44806,80-51 261 STREET,Queens,NY,11004,Queens,40.7433498,-73.7089499,262nd ST,261st ST,MIDBLOCK,413,23,qu-1579.02,Glen Oaks-Floral Park-New Hyde Park,4087170001,4524684,2024-02-25 19:00:00.000,,null,null,null,null,null,null,"(40.7433498, -73.7089499)"
2024-03-05 09:00:00.878,qu-13-gf44801,Installed,Link 5G,GF44801,260-03 HILLSIDE AVENUE,Queens,NY,11004,Queens,40.737472,-73.7081442,260th ST,261st ST,MIDBLOCK,413,23,qu-1579.02,Glen Oaks-Floral Park-New Hyde Park,4087720156,4179429,2024-02-29 19:00:00.000,,null,null,null,null,null,null,"(40.737472, -73.7081442)"
2024-06-25 09:00:00.704,qu-01-gf44797,Activation,Link 5G,GF44797,40-39 CRESCENT STREET,Queens,NY,11101,Queens,40.7522977,-73.9389695,41st Ave,40th Ave,NE,401,26,qu-33,Queensbridge-Ravenswood-Long Island City,3004060008,4004904,2024-05-01 20:00:00.000,,null,null,null,null,null,null,"(40.7522977, -73.9389695)"
2023-12-28 15:00:01.150,bx-05-gf22626,Installed,Link 5G,GF22626,363 EAST 180 STREET,Bronx,NY,10457,Bronx,40.8520713,-73.8983959,E 180TH STREET,E 181ST STREET,NW,205,15,BX-379,Mount Hope,2031430132,,2023-12-17 19:00:00.000,,null,null,null,null,null,null,"(40.8520713, -73.8983959)"
2024-01-05 17:00:01.059,bk-09-gf34620,Installed,Link 1.0,GF34620,319 ROGERS AVENUE,Brooklyn,NY,11225,Brooklyn,40.6654168,-73.9536271,MONTGOMERY STREET,SULLIVAN PLACE,S,309,35,321,Crown Heights South,3013050009,3034430,2023-12-20 19:00:00.000,,null,null,null,null,null,null,"(40.6654168, -73.9536271)"
2024-08-16 16:00:00.568,qu-13-gf44800,Installed,Link 5G,GF44800,256-17 HILLSIDE AVENUE,Queens,NY,11004,Queens,40.736811,-73.7112252,257th ST,256th ST,NW,413,23,qu-1579.02,Glen Oaks-Floral Park-New Hyde Park,4087680001,4179294,2024-02-04 19:00:00.000,,null,null,null,null,null,null,"(40.736811, -73.7112252)"
2024-01-24 10:00:00.747,bk-16-gf34604,Installed,Link 1.0,GF34604,38 SUTTER AVENUE,Brooklyn,NY,11212,Brooklyn,40.6653401,-73.9213909,SUTTER AVENUE,BLAKE AVENUE,SW,316,41,900,Brownsville,3035310030,3393303,2023-12-07 19:00:00.000,,null,null,null,null,null,null,"(40.6653401, -73.9213909)"
2024-05-03 07:00:00.807,mn-11-gf0929,Installed,Link 5G,GF0929,420 EAST 111TH STREET,Manhattan,NY,10029,Manhattan,40.7918799,-73.9357352,FDR Dr,A NEW STREET,SW,111,8,mn-162,East Harlem South,1017010001,1083956,2024-03-28 20:00:00.000,,null,null,null,null,null,null,"(40.7918799, -73.9357352)"
2024-02-19 09:00:00.774,bx-02-gf22620,Installed,Link 5G,GF22620,576 PROSPECT AVENUE,Bronx,NY,10455,Bronx,40.8129428,-73.9041112,FOX STREET,SOUTHERN BOULEVARD,SE,202,17,BX-83,Longwood,2026830108,,2024-02-01 19:00:00.000,,null,null,null,null,null,null,"(40.8129428, -73.9041112)"
2024-02-27 08:00:00.754,bk-06-gf34904,Installed,Link 5G,GF34904,130 VAN BRUNT STREET,Brooklyn,NY,11231,Brooklyn,40.6758529,-74.0148937,VAN BRUNT STREET,CONOVER STREET,NW,306,38,bk-53,Carroll Gardens-Columbia Street-Red Hook,3005970029,3336674,2024-02-22 19:00:00.000,,null,null,null,null,null,null,"(40.6758529, -74.0148937)"
2024-01-31 09:00:00.743,bk-14-gf34843,Installed,Link 5G,GF34843,1490 FLATBUSH AVENUE,Brooklyn,NY,11210,Brooklyn,40.634333,-73.94942,GLENWOOD ROAD,EAST 29TH STREET,SW,314,45,null,Flatbush,,,2023-12-11 19:00:00.000,,null,null,null,null,null,null,"(40.634333, -73.94942)"
2024-03-05 09:00:00.878,qu-07-gf44821,Installed,Link 5G,GF44821,29-14 122 STREET,Queens,NY,11354,Queens,40.7713869,-73.8467208,122ND STREET,120TH STREET,NW,407,19,qu-907,College Point,4043180020,4100714,2023-02-21 19:00:00.000,,null,null,null,null,null,null,"(40.7713869, -73.8467208)"
2024-03-07 08:00:00.888,qu-07-gf44798,Installed,Link 5G,GF44798,30-19 122 STREET,Queens,NY,11354,Queens,40.7696857,-73.8464649,122ND STREET,123RD STREET,NE,407,19,qu-907,College Point,4043500001,4570021,2023-02-22 19:00:00.000,,null,null,null,null,null,null,"(40.7696857, -73.8464649)"
2024-11-01 15:00:00.765,si-01-152115,Repair,Link 1.0,152115,814 RICHMOND TERRACE,Staten Island,NY,10301,Staten Island,40.6446982,-74.0994592,TYSEN STREET,CLINTON AVENUE,SE,501,49,SI-81,West New Brighton-New Brighton-St. George,5000700020,5001742,2022-10-31 20:00:00.000,2023-02-05 19:00:00.000,up,2024-11-01 15:00:00.765,null,null,null,null,"(40.6446982, -74.0994592)"
2024-05-13 15:00:00.919,qu-12-gf44831,Installed,Link 5G,GF44831,161-11 132ND AVENUE,Queens,NY,11434,Queens,40.6747851,-73.7778733,161ST STREET,GUY R BREWER BOULEVARD,NE,412,28,qu-294,Springfield Gardens North,4122770002,4619700,2024-05-07 20:00:00.000,,null,null,null,null,null,null,"(40.6747851, -73.7778733)"
2024-02-23 09:00:00.841,qu-13-gf44803,Installed,Link 5G,GF44803,83-59 263 STREET,Queens,NY,11004,Queens,40.738072,-73.7053516,263rd ST,264th ST,NE,413,23,qu-1579.01,Glen Oaks-Floral Park-New Hyde Park,4087750040,4179487,2023-03-29 20:00:00.000,,null,null,null,null,null,null,"(40.738072, -73.7053516)"
2024-03-15 11:00:01.728,qu-02-gf44790,Installed,Link 5G,GF44790,4-40 44TH DRIVE,Queens,NY,11101,Queens,40.7492946,-73.954448,44th Dr,45th Ave,SW,402,26,qu-1,Hunters Point-Sunnyside-West Maspeth,4000250015,4000028,2024-03-12 20:00:00.000,,null,null,null,null,null,null,"(40.7492946, -73.954448)"
2024-08-19 08:00:00.642,qu-13-gf44802,Installed,Link 5G,GF44802,85-15 258 STREET,Queens,NY,11001,Queens,40.7349687,-73.7085903,259th ST,258th ST,SW,413,23,qu-1579.03,Glen Oaks-Floral Park-New Hyde Park,4088010014,4179830,2024-01-30 19:00:00.000,,null,null,null,null,null,null,"(40.7349687, -73.7085903)"
2023-12-18 15:00:00.854,bx-05-gf22639,Installed,Link 1.0,GF22639,132 FEATHERBED LANE,Bronx,NY,10452,Bronx,40.8461538,-73.9204016,PIMPTON AVENUE,NELSON AVENUE,SE,205,14,BX-213.01,University Heights-Morris Heights,2028740091,,2023-12-13 19:00:00.000,,null,null,null,null,null,null,"(40.8461538, -73.9204016)"
2024-06-25 15:00:00.709,qu-03-gf44815,Installed,Link 5G,GF44815,73-01 25 AVENUE,Queens,NY,11370,Queens,40.762123,-73.8968722,25TH AVENUE,ASTORIA BOULEVARD SOUTH,NE,403,22,qu-309.04,Jackson Heights,4010270025,4022950,2024-03-24 20:00:00.000,,null,null,null,null,null,null,"(40.762123, -73.8968722)"
2024-02-13 10:00:00.687,bk-06-gf34905,Installed,Link 5G,GF34905,20 BEARD STREET,Brooklyn,NY,11231,Brooklyn,40.6727272,-74.0120061,OTSEGO STREET,DWIGHT STREET,MIDBLOCK,306,38,bk-53,Carroll Gardens-Columbia Street-Red Hook,3006060005,3331177,2024-02-06 19:00:00.000,,null,null,null,null,null,null,"(40.6727272, -74.0120061)"
2024-03-01 09:00:00.831,bk-06-gf34899,Installed,Link 5G,GF34899,184 CONOVER STREET,Brooklyn,NY,11231,Brooklyn,40.6781059,-74.0142949,WOLCOTT STREET,DIKEMAN STREET,SW,306,38,bk-53,Carroll Gardens-Columbia Street-Red Hook,3005740023,3008589,2024-02-27 19:00:00.000,,null,null,null,null,null,null,"(40.6781059, -74.0142949)"
2023-12-26 08:00:00.958,bx-05-gf22642,Installed,Link 1.0,GF22642,2255 WEBSTER AVENUE,Bronx,NY,10458,Bronx,40.8561301,-73.8957863,E 183RD STREET,FORD STREET,NW,205,15,BX-383.02,Fordham South,2030240080,,2023-12-14 19:00:00.000,,null,null,null,null,null,null,"(40.8561301, -73.8957863)"
2024-04-23 15:00:00.909,bk-16-gf34595,Installed,Link 5G,GF34595,370 BRISTOL STREET,Brooklyn,NY,11212,Brooklyn,40.6621417,-73.9108021,LIVONIA AVENUE,RIVERDALE AVENUE,SW,316,42,916,Brownsville,33585160001,,2024-03-25 20:00:00.000,,null,null,null,null,null,null,"(40.6621417, -73.9108021)"
2024-10-01 08:00:00.473,bx-11-gf22755,Activation,Link 5G,GF22755,600 ADEE AVENUE,Bronx,NY,10467,Bronx,40.8696016,-73.8703057,WHITE PLAINS ROAD,BRONX PARK EAST,SE,211,15,bx-336,Bronxdale,2045420100,2101746,2024-06-17 20:00:00.000,,null,null,null,null,null,null,"(40.8696016, -73.8703057)"
2024-05-03 07:00:00.807,bk-14-gf34847,Installed,Link 5G,GF34847,1634 CHURCH AVENUE,Brooklyn,NY,11226,Brooklyn,40.6489613,-73.9641039,EAST 17TH STREET,BUCKINGHAM ROAD,MIDBLOCK,314,40,BK-512,null,3050970076,3255284,2024-04-22 20:00:00.000,,null,null,null,null,null,null,"(40.6489613, -73.9641039)"
2024-02-29 09:00:00.754,bk-05-gf34894,Installed,Link 5G,GF34894,699 WILLIAMS AVENUE,Brooklyn,NY,11207,Brooklyn,40.658116,-73.8960033,WILLIAMS AVENUE,LOUISIANA AVENUE,NE,305,42,bk-1132,East New York (Pennsylvania Ave),3038670067,3085986,2024-02-12 19:00:00.000,,null,null,null,null,null,null,"(40.658116, -73.8960033)"
2025-09-20 12:00:00.593,aa-60-000005,Live,Link 5G,000005,30-40 48th Ave,Queens,NY,11101,Queens,40.74055329416572,-73.93712233135223,null,null,null,60,null,null,null,null,null,,,null,null,down,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.74055329416572, -73.93712233135223)"
2025-06-09 16:00:00.619,bk-08-127080,Live,Link 1.0,127080,27 6 AVENUE,Brooklyn,NY,11217,Brooklyn,40.68213254,-73.97393282,PACIFIC STREET,DEAN STREET,NE,308,35,3016100,Prospect Heights,3011280004,3027605,2017-12-07 19:00:00.000,2018-02-13 19:00:00.000,up,2025-06-09 16:00:00.619,down,2025-06-09 16:00:00.619,up,2025-06-09 16:00:00.619,"(40.68213254, -73.97393282)"
2025-09-20 12:00:00.593,bk-01-108949,Live,Link 1.0,108949,709 BROADWAY,Brooklyn,NY,11206,Brooklyn,40.701419,-73.942908,DEBEVOISE STREET,GRAHAM AVENUE,NE,301,34,3049100,East Williamsburg,3031260006,3331361,2017-03-05 19:00:00.000,2017-08-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.701419, -73.942908)"
2025-09-20 12:00:00.593,mn-04-133373,Live,Link 1.0,133373,301 WEST 57 STREET,Manhattan,NY,10019,Manhattan,40.76693979,-73.98315529,8 AVENUE,9 AVENUE,NW,104,3,1013900,Clinton,1010487503,1076205,2016-07-18 20:00:00.000,2016-07-20 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.76693979, -73.98315529)"
2025-09-20 12:00:00.593,mn-06-133527,Live,Link 1.0,133527,205 3 AVENUE,Manhattan,NY,10003,Manhattan,40.736214,-73.9849,EAST 19 STREET,EAST 18 STREET,SE,106,2,1004800,Gramercy,1008990001,1019580,2016-05-20 20:00:00.000,2016-07-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.736214, -73.9849)"
2025-09-20 12:00:00.593,qu-12-141545,Live,Link 1.0,141545,160-15 JAMAICA AVENUE,Queens,NY,11432,Queens,40.70402028,-73.79869023,161 STREET,160 STREET,NW,412,24,4044601,Jamaica,4097570047,4208855,2016-08-17 20:00:00.000,2016-10-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70402028, -73.79869023)"
2025-09-20 12:00:00.593,si-01-153319,Live,Link 1.0,153319,455 FRONT STREET,Staten Island,NY,10304,Staten Island,40.6271925,-74.0741115,WATER STREET,CANAL STREET,MIDBLOCK,501,49,SI-21,Stapleton-Rosebank,5004870005,null,2022-10-24 20:00:00.000,2023-02-06 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6271925, -74.0741115)"
2025-09-20 12:00:00.593,bk-01-108703,Live,Link 1.0,108703,213 UNION AVENUE,Brooklyn,NY,11211,Brooklyn,40.70682217,-73.95052895,SOUTH 5 STREET,SOUTH 4 STREET,SW,301,34,3052700,North Side-South Side,3024520019,3063527,2017-12-18 19:00:00.000,2018-02-13 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70682217, -73.95052895)"
2025-09-20 12:00:00.593,bk-01-108952,Live,Link 1.0,108952,511 BROADWAY,Brooklyn,NY,11206,Brooklyn,40.70537096,-73.94996349,UNION AVENUE,BOERUM STREET,MIDBLOCK,301,34,3051100,East Williamsburg,3030580100,3325852,2017-11-16 19:00:00.000,2018-02-26 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70537096, -73.94996349)"
2025-09-20 12:00:00.593,bk-01-109091,Live,Link 1.0,109091,24 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.70154219,-73.94216928,DEBEVOISE STREET,BROADWAY,SE,301,34,3049100,East Williamsburg,3031270011,3071658,2017-06-30 20:00:00.000,2017-08-02 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70154219, -73.94216928)"
2025-09-20 12:00:00.593,bk-01-109252,Live,Link 1.0,109252,395 BROADWAY,Brooklyn,NY,11211,Brooklyn,40.70720786,-73.95419488,HOOPER STREET,KEAP STREET,NE,301,34,3052700,North Side-South Side,3024630027,3335978,2017-12-01 19:00:00.000,2018-02-26 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70720786, -73.95419488)"
