crash_date,crash_time,latitude,longitude,on_street_name,zip_code,precinct,collision_type,roadway_type,geocode_dist_feet,time_is_known,borough,location,source,injury,fatality,injured_pedestrian,injured_cyclist,injured_ebike_rider,injured_motorcyclist,injured_moped_rider,injured_car_occupant,injured_suv_occupant,number_of_persons_injured,number_of_persons_killed,contributing_factor_vehicle_1,collision_id,cross_street_name,off_street_name,vehicle_type_code1
2026-09-13,00:00,40.6567832,-73.9137787,CHURCH AVE,11212,73,UNKNOWN,Street,2.7778665747596127,False,BROOKLYN,"(40.6567832, -73.9137787)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-09-13,00:00,40.657921,-73.901887,SACKMAN ST,11212,73,UNKNOWN,Street,0.08926781254482187,False,BROOKLYN,"(40.657921, -73.901887)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-13,00:00,40.6584538,-73.9110026,THOMAS S BOYLAND ST,11212,73,UNKNOWN,Street,58.93441223778695,False,BROOKLYN,"(40.6584538, -73.9110026)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-13,00:00,40.6687473,-73.9178848,PITKIN AVE,11212,73,UNKNOWN,Street,40.945112429264945,False,BROOKLYN,"(40.6687473, -73.9178848)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-12,00:00,40.6689877,-73.9154283,HERZL ST,11212,73,OTHER,Street,0.16013959512858786,False,BROOKLYN,"(40.6689877, -73.9154283)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-09-12,00:00,40.6668794,-73.9012647,VAN SINDEREN AVE,11207,73,OTHER,Street,0.07936337472562183,False,BROOKLYN,"(40.6668794, -73.9012647)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-11,00:00,40.6646543,-73.9162665,SARATOGA AVE,11212,73,UNKNOWN,Street,0.019791380245711757,False,BROOKLYN,"(40.6646543, -73.9162665)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-10,00:00,40.6646543,-73.9162665,SARATOGA AVE,11212,73,UNKNOWN,Street,0.019791380245711757,False,BROOKLYN,"(40.6646543, -73.9162665)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-11,00:00,40.6795164,-73.9045701,BROADWAY,11207,73,UNKNOWN,Street,2.144814842683908,False,BROOKLYN,"(40.6795164, -73.9045701)",trafficstat,True,False,False,True,False,False,False,False,False,,,,,,,
2026-09-11,00:00,40.6865564,-73.9171669,BROADWAY,11221,73,UNKNOWN,Street,46.53270027357951,False,BROOKLYN,"(40.6865564, -73.9171669)",trafficstat,True,False,False,True,False,False,False,False,False,,,,,,,
2026-09-10,00:00,40.6809793,-73.911375,ROCKAWAY AVE,11233,73,OTHER,Street,0.21576137044521285,False,BROOKLYN,"(40.6809793, -73.911375)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-10,00:00,40.6709278,-73.9027319,PITKIN AVE,11212,73,UNKNOWN,Street,17.846046105450963,False,BROOKLYN,"(40.6709278, -73.9027319)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-10,00:00,40.6633384,-73.9092704,ROCKAWAY AVE,11212,73,UNKNOWN,Street,42.307399651495835,False,BROOKLYN,"(40.6633384, -73.9092704)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-09-10,00:00,40.6680892,-73.9031037,SUTTER AVE,11212,73,UNKNOWN,Street,42.534885720173875,False,BROOKLYN,"(40.6680892, -73.9031037)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-10,00:00,40.6665928,-73.90319,POWELL ST,11212,73,UNKNOWN,Street,0.06812851236751108,False,BROOKLYN,"(40.6665928, -73.90319)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-10,00:00,40.6547385,-73.9069229,ROCKAWAY AVE,11236,73,UNKNOWN,Street,0.15195365251845672,False,BROOKLYN,"(40.6547385, -73.9069229)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-08-20,00:00,40.6547385,-73.9069229,ROCKAWAY AVE,11236,73,UNKNOWN,Street,0.15195365251845672,False,BROOKLYN,"(40.6547385, -73.9069229)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-07-26,00:00,40.6547385,-73.9069229,ROCKAWAY AVE,11236,73,OTHER,Street,0.15195365251845672,False,BROOKLYN,"(40.6547385, -73.9069229)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-07-25,00:00,40.6547385,-73.9069229,ROCKAWAY AVE,11236,73,OTHER,Street,0.15195365251845672,False,BROOKLYN,"(40.6547385, -73.9069229)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-07-07,00:00,40.6547385,-73.9069229,ROCKAWAY AVE,11236,73,UNKNOWN,Street,0.15195365251845672,False,BROOKLYN,"(40.6547385, -73.9069229)",trafficstat,True,False,False,False,False,False,True,False,False,,,,,,,
2026-06-21,00:00,40.6547385,-73.9069229,ROCKAWAY AVE,11236,73,UNKNOWN,Street,0.15195365251845672,False,BROOKLYN,"(40.6547385, -73.9069229)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-09-09,00:00,40.6568272,-73.9035645,MOTHER GASTON BLVD,11212,73,UNKNOWN,Street,0.2200175755618379,False,BROOKLYN,"(40.6568272, -73.9035645)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-06-20,00:00,40.6568272,-73.9035645,MOTHER GASTON BLVD,11212,73,UNKNOWN,Street,0.2200175755618379,False,BROOKLYN,"(40.6568272, -73.9035645)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-09,00:00,40.6566853,-73.9045307,WATKINS ST,11212,73,UNKNOWN,Street,0.35274682013124875,False,BROOKLYN,"(40.6566853, -73.9045307)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-09,00:00,40.6652273,-73.9231829,SUTTER AVE,11212,73,OTHER,Street,2.5372442309096948,False,BROOKLYN,"(40.6652273, -73.9231829)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-09,00:00,40.677111,-73.903355,VAN SINDEREN AVE,11207,73,OTHER,Street,0.35913871699964656,False,BROOKLYN,"(40.677111, -73.903355)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-09,00:00,40.6750645,-73.9198115,DEAN ST,11233,73,UNKNOWN,Street,65.62405535089421,False,BROOKLYN,"(40.6750645, -73.9198115)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-08,00:00,40.6766394,-73.9129935,ATLANTIC AVE,11233,73,UNKNOWN,Street,35.367093624722536,False,BROOKLYN,"(40.6766394, -73.9129935)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-08,00:00,40.6779235,-73.9157302,HERKIMER ST,11233,73,UNKNOWN,Street,45.55974395130552,False,BROOKLYN,"(40.6779235, -73.9157302)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-08,00:00,40.6764961,-73.9136955,THOMAS S BOYLAND ST,11233,73,OTHER,Street,0.7202898362663062,False,BROOKLYN,"(40.6764961, -73.9136955)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-08,00:00,40.6711871,-73.9153787,EASTERN PKWY,11233,73,UNKNOWN,Street,40.412560199679106,False,BROOKLYN,"(40.6711871, -73.9153787)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-08,00:00,40.6575374,-73.9027454,CHRISTOPHER AVE,11212,73,UNKNOWN,Street,0.193574179848023,False,BROOKLYN,"(40.6575374, -73.9027454)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-07,00:00,40.6575374,-73.9027454,CHRISTOPHER AVE,11212,73,UNKNOWN,Street,0.193574179848023,False,BROOKLYN,"(40.6575374, -73.9027454)",trafficstat,True,False,False,False,False,True,False,True,False,,,,,,,
2026-07-05,00:00,40.6575374,-73.9027454,CHRISTOPHER AVE,11212,73,UNKNOWN,Street,0.193574179848023,False,BROOKLYN,"(40.6575374, -73.9027454)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-06-24,00:00,40.6575374,-73.9027454,CHRISTOPHER AVE,11212,73,UNKNOWN,Street,0.193574179848023,False,BROOKLYN,"(40.6575374, -73.9027454)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-09-08,00:00,40.661431,-73.9113425,THOMAS S BOYLAND ST,11212,73,UNKNOWN,Street,55.724564185184704,False,BROOKLYN,"(40.661431, -73.9113425)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-08,00:00,40.6631059,-73.9051739,MOTHER GASTON BLVD,11212,73,UNKNOWN,Street,0.4352556335291942,False,BROOKLYN,"(40.6631059, -73.9051739)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-09-07,00:00,40.6622701,-73.9178112,GRAFTON ST,11212,73,UNKNOWN,Street,56.816326174283375,False,BROOKLYN,"(40.6622701, -73.9178112)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-07,00:00,40.6575245,-73.9105484,THOMAS S BOYLAND ST,11212,73,UNKNOWN,Street,0.17397014865799598,False,BROOKLYN,"(40.6575245, -73.9105484)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-07,00:00,40.6624585,-73.9201115,E  98 ST,11212,73,UNKNOWN,Street,1.4723059337459492,False,BROOKLYN,"(40.6624585, -73.9201115)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-07,00:00,40.6766464,-73.9164641,SARATOGA AVE,11233,73,OTHER,Street,0.8029632908029194,False,BROOKLYN,"(40.6766464, -73.9164641)",trafficstat,True,False,False,False,False,False,True,False,False,,,,,,,
2026-06-20,00:00,40.6766464,-73.9164641,SARATOGA AVE,11233,73,OTHER,Street,0.8029632908029194,False,BROOKLYN,"(40.6766464, -73.9164641)",trafficstat,True,False,False,False,False,True,False,False,False,,,,,,,
2026-09-07,00:00,40.6707181,-73.9170231,SARATOGA AVE,11233,73,UNKNOWN,Street,0.16292502348752502,False,BROOKLYN,"(40.6707181, -73.9170231)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-07,00:00,40.6720752,-73.9113364,ROCKAWAY AVE,11212,73,OTHER,Street,0.5675653472963379,False,BROOKLYN,"(40.6720752, -73.9113364)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-07-01,00:00,40.6720752,-73.9113364,ROCKAWAY AVE,11212,73,UNKNOWN,Street,0.5675653472963379,False,BROOKLYN,"(40.6720752, -73.9113364)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-06-22,00:00,40.6720752,-73.9113364,ROCKAWAY AVE,11212,73,OTHER,Street,0.5675653472963379,False,BROOKLYN,"(40.6720752, -73.9113364)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-06-18,00:00,40.6720752,-73.9113364,ROCKAWAY AVE,11212,73,UNKNOWN,Street,0.5675653472963379,False,BROOKLYN,"(40.6720752, -73.9113364)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-06,00:00,40.6835265,-73.9164895,DECATUR ST,11233,73,UNKNOWN,Street,45.54900900818246,False,BROOKLYN,"(40.6835265, -73.9164895)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-06,00:00,40.6773645,-73.9079765,HERKIMER ST,11233,73,OTHER,Street,2.615612804979337,False,BROOKLYN,"(40.6773645, -73.9079765)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-09-06,00:00,40.6770027,-73.9119432,GUNTHER PL,11233,73,UNKNOWN,Street,37.2755261230045,False,BROOKLYN,"(40.6770027, -73.9119432)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-06,00:00,40.6784283,-73.9135596,THOMAS S BOYLAND ST,11233,73,OTHER,Street,0.3681300214439291,False,BROOKLYN,"(40.6784283, -73.9135596)",trafficstat,True,False,True,False,False,False,False,False,True,,,,,,,
2026-06-18,00:00,40.6784283,-73.9135596,THOMAS S BOYLAND ST,11233,73,OTHER,Street,0.3681300214439291,False,BROOKLYN,"(40.6784283, -73.9135596)",trafficstat,True,False,False,True,False,True,False,False,False,,,,,,,
2026-09-06,00:00,40.6684141,-73.9016661,VAN SINDEREN AVE,11207,73,UNKNOWN,Street,0.22686038592082133,False,BROOKLYN,"(40.6684141, -73.9016661)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-06,00:00,40.6563423,-73.9046214,WATKINS ST,11212,73,UNKNOWN,Street,48.63227183592781,False,BROOKLYN,"(40.6563423, -73.9046214)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-06,00:00,40.6562731,-73.9073064,ROCKAWAY AVE,11212,73,UNKNOWN,Street,0.019420050971590712,False,BROOKLYN,"(40.6562731, -73.9073064)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-09-05,00:00,40.6705326,-73.9148712,AMBOY ST,11212,73,OTHER,Street,0.13617552617026019,False,BROOKLYN,"(40.6705326, -73.9148712)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-05,00:00,40.6684157,-73.9104148,ROCKAWAY AVE,11212,73,UNKNOWN,Street,0.151136393839127,False,BROOKLYN,"(40.6684157, -73.9104148)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-07-22,00:00,40.6684157,-73.9104148,ROCKAWAY AVE,11212,73,UNKNOWN,Street,0.151136393839127,False,BROOKLYN,"(40.6684157, -73.9104148)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-05,00:00,40.6684234,-73.9067102,MOTHER GASTON BLVD,11212,73,UNKNOWN,Street,47.90840629753115,False,BROOKLYN,"(40.6684234, -73.9067102)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-05,00:00,40.6780945,-73.9040456,FULTON ST,11233,73,UNKNOWN,Street,64.62717643341341,False,BROOKLYN,"(40.6780945, -73.9040456)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-05,00:00,40.6689174,-73.9150699,PITKIN AVE,11212,73,UNKNOWN,Street,47.24789934229717,False,BROOKLYN,"(40.6689174, -73.9150699)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-09-04,00:00,40.6688426,-73.9198311,HOWARD AVE,11233,73,UNKNOWN,Street,40.95722811327257,False,BROOKLYN,"(40.6688426, -73.9198311)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-09-04,00:00,40.6670273,-73.9110187,CHESTER ST,11212,73,OTHER,Street,0.27474522367330195,False,BROOKLYN,"(40.6670273, -73.9110187)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-09-03,00:00,40.6650573,-73.919122,HOWARD AVE,11212,73,UNKNOWN,Street,48.54460927446306,False,BROOKLYN,"(40.6650573, -73.919122)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-03,00:00,40.6658824,-73.9063069,BLAKE AVE,11212,73,UNKNOWN,Street,92.10975825275496,False,BROOKLYN,"(40.6658824, -73.9063069)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-03,00:00,40.6642309,-73.9190965,HOWARD AVE,11212,73,UNKNOWN,Street,0.9887071956367413,False,BROOKLYN,"(40.6642309, -73.9190965)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-09-03,00:00,40.6597445,-73.9170728,E  98 ST,11212,73,UNKNOWN,Street,1.7113406791381887,False,BROOKLYN,"(40.6597445, -73.9170728)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-03,00:00,40.6699207,-73.9188878,ST JOHNS PL,11233,73,UNKNOWN,Street,2.685166549552491,False,BROOKLYN,"(40.6699207, -73.9188878)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-07-09,00:00,40.6699207,-73.9188878,ST JOHNS PL,11233,73,UNKNOWN,Street,2.685166549552491,False,BROOKLYN,"(40.6699207, -73.9188878)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-06-28,00:00,40.6699207,-73.9188878,ST JOHNS PL,11233,73,OTHER,Street,2.685166549552491,False,BROOKLYN,"(40.6699207, -73.9188878)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-03,00:00,40.6708026,-73.9206281,STERLING PL,11233,73,UNKNOWN,Street,43.40287254078622,False,BROOKLYN,"(40.6708026, -73.9206281)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-02,00:00,40.6752727,-73.9184386,DEAN ST,11233,73,OTHER,Street,37.593139018794034,False,BROOKLYN,"(40.6752727, -73.9184386)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-02,00:00,40.6724197,-73.9084231,MOTHER GASTON BLVD,11212,73,UNKNOWN,Street,231.93020804309447,False,BROOKLYN,"(40.6724197, -73.9084231)",trafficstat,True,False,False,True,False,False,False,False,False,,,,,,,
2026-09-02,00:00,40.6696841,-73.9107412,ROCKAWAY AVE,11212,73,OTHER,Street,0.09288154370184083,False,BROOKLYN,"(40.6696841, -73.9107412)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-09-01,00:00,40.6696841,-73.9107412,ROCKAWAY AVE,11212,73,UNKNOWN,Street,0.09288154370184083,False,BROOKLYN,"(40.6696841, -73.9107412)",trafficstat,True,False,False,True,False,False,False,False,False,,,,,,,
2026-08-05,00:00,40.6696841,-73.9107412,ROCKAWAY AVE,11212,73,UNKNOWN,Street,0.09288154370184083,False,BROOKLYN,"(40.6696841, -73.9107412)",trafficstat,True,False,False,True,False,False,False,True,False,,,,,,,
2026-07-19,00:00,40.6696841,-73.9107412,ROCKAWAY AVE,11212,73,OTHER,Street,0.09288154370184083,False,BROOKLYN,"(40.6696841, -73.9107412)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-07-16,00:00,40.6696841,-73.9107412,ROCKAWAY AVE,11212,73,OTHER,Street,0.09288154370184083,False,BROOKLYN,"(40.6696841, -73.9107412)",trafficstat,True,False,False,False,True,False,False,False,False,,,,,,,
2026-09-02,00:00,40.6716073,-73.9169427,SARATOGA AVE,11233,73,OTHER,Street,0.4012675201893387,False,BROOKLYN,"(40.6716073, -73.9169427)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-10,00:00,40.6716073,-73.9169427,SARATOGA AVE,11233,73,UNKNOWN,Street,0.4012675201893387,False,BROOKLYN,"(40.6716073, -73.9169427)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-06-18,00:00,40.6716073,-73.9169427,SARATOGA AVE,11233,73,UNKNOWN,Street,0.4012675201893387,False,BROOKLYN,"(40.6716073, -73.9169427)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-02,00:00,40.6701296,-73.9107147,ROCKAWAY AVE,11212,73,OTHER,Street,38.14505809912019,False,BROOKLYN,"(40.6701296, -73.9107147)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-02,00:00,40.6615741,-73.9154774,SARATOGA AVE,11212,73,UNKNOWN,Street,0.20706073127792668,False,BROOKLYN,"(40.6615741, -73.9154774)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-07-17,00:00,40.6615741,-73.9154774,SARATOGA AVE,11212,73,OTHER,Street,0.20706073127792668,False,BROOKLYN,"(40.6615741, -73.9154774)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-09-01,00:00,40.6590533,-73.914661,SARATOGA AVE,11212,73,UNKNOWN,Street,46.516934945201925,False,BROOKLYN,"(40.6590533, -73.914661)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-09-01,00:00,40.6724137,-73.9108128,E  NEW YORK AVE,11212,73,UNKNOWN,Street,33.08855951497796,False,BROOKLYN,"(40.6724137, -73.9108128)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-09-01,00:00,40.6764306,-73.9163491,SARATOGA AVE,11233,73,UNKNOWN,Street,38.481724172455614,False,BROOKLYN,"(40.6764306, -73.9163491)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-09-01,00:00,40.6819929,-73.9088607,MOTHER GASTON BLVD,11233,73,OTHER,Street,0.28625090158643707,False,BROOKLYN,"(40.6819929, -73.9088607)",trafficstat,True,False,True,False,False,False,False,True,False,,,,,,,
2026-09-01,00:00,40.6853158,-73.9147009,THOMAS S BOYLAND ST,11233,73,UNKNOWN,Street,2.166819897953511,False,BROOKLYN,"(40.6853158, -73.9147009)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-31,00:00,40.6625569,-73.9196284,TAPSCOTT ST,11212,73,UNKNOWN,Street,0.2723345140678258,False,BROOKLYN,"(40.6625569, -73.9196284)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-31,00:00,40.6694768,-73.9199661,HOWARD AVE,11233,73,OTHER,Street,1.5036299650594935,False,BROOKLYN,"(40.6694768, -73.9199661)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-08-01,00:00,40.6694768,-73.9199661,HOWARD AVE,11233,73,UNKNOWN,Street,1.5036299650594935,False,BROOKLYN,"(40.6694768, -73.9199661)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-30,00:00,40.6791985,-73.9158925,ALLEY,11233,73,UNKNOWN,Alley,21.872823237829127,False,BROOKLYN,"(40.6791985, -73.9158925)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-30,00:00,40.6718103,-73.9181546,PARK PL,11233,73,OTHER,Street,46.82102032764397,False,BROOKLYN,"(40.6718103, -73.9181546)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-30,00:00,40.670897,-73.914038,THOMAS S BOYLAND ST,11212,73,OTHER,Street,0.14881935795647486,False,BROOKLYN,"(40.670897, -73.914038)",trafficstat,True,False,False,False,False,False,False,False,False,,,,,,,
2026-08-29,00:00,40.6739215,-73.9101118,BERGEN ST,11233,73,UNKNOWN,Street,3.168542394818362,False,BROOKLYN,"(40.6739215, -73.9101118)",trafficstat,True,False,False,False,False,True,False,False,False,,,,,,,
2026-08-29,00:00,40.6743427,-73.915726,BERGEN ST,11233,73,UNKNOWN,Street,38.66446370816685,False,BROOKLYN,"(40.6743427, -73.915726)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-08-29,00:00,40.669404,-73.9095134,THATFORD AVE,11212,73,UNKNOWN,Street,48.98171024859602,False,BROOKLYN,"(40.669404, -73.9095134)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-29,00:00,40.6741019,-73.9155854,BERGEN ST,11233,73,OTHER,Street,46.06020789536379,False,BROOKLYN,"(40.6741019, -73.9155854)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-08-29,00:00,40.6796382,-73.9165397,SARATOGA AVE,11233,73,OTHER,Street,0.011987504041225108,False,BROOKLYN,"(40.6796382, -73.9165397)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-07-19,00:00,40.6796382,-73.9165397,SARATOGA AVE,11233,73,UNKNOWN,Street,0.011987504041225108,False,BROOKLYN,"(40.6796382, -73.9165397)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-29,00:00,40.6666041,-73.9138669,AMBOY ST,11212,73,UNKNOWN,Street,0.10603406652814273,False,BROOKLYN,"(40.6666041, -73.9138669)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-29,00:00,40.6651069,-73.9191345,HOWARD AVE,11212,73,UNKNOWN,Street,47.282453259575576,False,BROOKLYN,"(40.6651069, -73.9191345)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-28,00:00,40.6768586,-73.9110195,ROCKAWAY AVE,11233,73,UNKNOWN,Street,38.996840314574854,False,BROOKLYN,"(40.6768586, -73.9110195)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-27,00:00,40.6805544,-73.9085706,MOTHER GASTON BLVD,11233,73,OTHER,Street,0.02859925884999923,False,BROOKLYN,"(40.6805544, -73.9085706)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-27,00:00,40.669476,-73.91997,HOWARD AVE,11233,73,UNKNOWN,Street,1.7216466680409863,False,BROOKLYN,"(40.669476, -73.91997)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-07-15,00:00,40.669476,-73.91997,HOWARD AVE,11233,73,UNKNOWN,Street,1.7216466680409863,False,BROOKLYN,"(40.669476, -73.91997)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-27,00:00,40.6703911,-73.9068586,PITKIN AVE,11212,73,UNKNOWN,Street,43.215826052446594,False,BROOKLYN,"(40.6703911, -73.9068586)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-08-27,00:00,40.6717575,-73.9197074,HOWARD AVE,11233,73,OTHER,Street,1.0380478886071414,False,BROOKLYN,"(40.6717575, -73.9197074)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-08-26,00:00,40.676343,-73.9109269,ROCKAWAY AVE,11233,73,OTHER,Street,0.36005410495845397,False,BROOKLYN,"(40.676343, -73.9109269)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-03,00:00,40.676343,-73.9109269,ROCKAWAY AVE,11233,73,OTHER,Street,0.36005410495845397,False,BROOKLYN,"(40.676343, -73.9109269)",trafficstat,True,False,False,False,False,False,False,True,False,,,,,,,
2026-06-22,00:00,40.676343,-73.9109269,ROCKAWAY AVE,11233,73,UNKNOWN,Street,0.36005410495845397,False,BROOKLYN,"(40.676343, -73.9109269)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-08-26,00:00,40.6699633,-73.9134084,THOMAS S BOYLAND ST,11212,73,UNKNOWN,Street,95.41825706489851,False,BROOKLYN,"(40.6699633, -73.9134084)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-26,00:00,40.6730797,-73.9112305,ROCKAWAY AVE,11233,73,UNKNOWN,Street,0.7236013728187837,False,BROOKLYN,"(40.6730797, -73.9112305)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-08-23,00:00,40.6730797,-73.9112305,ROCKAWAY AVE,11233,73,UNKNOWN,Street,0.7236013728187837,False,BROOKLYN,"(40.6730797, -73.9112305)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-07-08,00:00,40.6730797,-73.9112305,ROCKAWAY AVE,11233,73,OTHER,Street,0.7236013728187837,False,BROOKLYN,"(40.6730797, -73.9112305)",trafficstat,True,False,False,False,False,False,False,False,True,,,,,,,
2026-08-26,00:00,40.6792195,-73.9040477,CONWAY ST,11233,73,OTHER,Street,1.9703963633751418,False,BROOKLYN,"(40.6792195, -73.9040477)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-25,00:00,40.6859681,-73.9175411,SARATOGA AVE,11233,73,OTHER,Street,69.68960110337997,False,BROOKLYN,"(40.6859681, -73.9175411)",trafficstat,True,False,True,False,False,False,False,False,False,,,,,,,
2026-08-25,00:00,40.6700125,-73.9094193,PITKIN AVE,11212,73,UNKNOWN,Street,43.81702343071549,False,BROOKLYN,"(40.6700125, -73.9094193)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
2026-08-25,00:00,40.6704405,-73.9064866,PITKIN AVE,11212,73,OTHER,Street,41.2164699611621,False,BROOKLYN,"(40.6704405, -73.9064866)",trafficstat,False,False,False,False,False,False,False,False,False,,,,,,,
